fs_div,sj_div,account_id,label,amount,verdict,canonical,norm_amount,detail
CFS,BS,dart_AccumulatedImpairmentLossRawMaterialsGross,평가충당금,29133675,정확매핑,평가충당금(BS),29133675.0,-
CFS,BS,dart_WorkInProgressGross,재공품,10516757434,정확매핑,재공품,10516757434.0,-
CFS,BS,dart_RawMaterialsGross,원재료,11034832706,정확매핑,원재료,11034832706.0,-
CFS,BS,dart_GoodsInTransitGross,미착품,149399235,정확매핑,미착품,149399235.0,-
CFS,BS,ifrs_NoncurrentAssets,비유동자산,35147113271,정확매핑,비유동자산,35147113271.0,-
CFS,BS,-표준계정코드 미사용-,투자자산,2831839864,기타강등,기타 중요 계정,2831839864.0,-
CFS,BS,-표준계정코드 미사용-,장기금융상품,1558857500,정확매핑,장기금융상품,1558857500.0,-
CFS,BS,-표준계정코드 미사용-,장기대여금,40000000,정확매핑,장기대여금,40000000.0,-
CFS,BS,-표준계정코드 미사용-,매도가능증권,19420000,기타강등,기타 중요 계정,19420000.0,-
CFS,BS,-표준계정코드 미사용-,지분법적용투자주식,1213562364,기타강등,기타 중요 계정,1213562364.0,-
CFS,BS,ifrs_PropertyPlantAndEquipment,유형자산,27354473079,정확매핑,유형자산,27354473079.0,-
CFS,BS,dart_LandGross,토지,6804688449,정확매핑,토지,6804688449.0,-
CFS,BS,dart_BuildingsGross,건물,17559055776,정확매핑,건물,17559055776.0,-
CFS,BS,dart_AccumulatedDepreciationBuildingsGross,감가상각누계액,2774640965,정확매핑,감가상각누계액(BS),2774640965.0,-
CFS,BS,dart_StructureGross,구축물,268997014,정확매핑,구축물,268997014.0,-
CFS,BS,dart_AccumulatedDepreciationStructureGross,감가상각누계액,121239588,정확매핑,감가상각누계액(BS3),121239588.0,-
CFS,BS,dart_MachineryGross,기계장치,7042695355,정확매핑,기계장치,7042695355.0,-
CFS,BS,dart_AccumulatedDepreciationMachineryGross,감가상각누계액,4809204425,정확매핑,감가상각누계액(BS2),4809204425.0,-
CFS,BS,dart_VehiclesGross,차량운반구,1457294763,정확매핑,차량운반구,1457294763.0,-
CFS,BS,dart_AccumulatedDepreciationVehiclesGross,감가상각누계액,836443004,정확매핑,감가상각누계액,836443004.0,-
CFS,BS,dart_FixturesAndFittingsGross,공구와기구,6512203963,정확매핑,집기,6512203963.0,-
CFS,BS,dart_AccumulatedDepreciationFixturesAndFittingsGross,감가상각누계액,5110519841,정확매핑,감가상각누계액(BS6),5110519841.0,-
CFS,BS,dart_OfficeEquipmentGross,비품,3642005361,정확매핑,사무용비품,3642005361.0,-
CFS,BS,dart_AccumulatedDepreciationOfficeEquipmentGross,감가상각누계액,2581998461,정확매핑,감가상각누계액(BS7),2581998461.0,-
CFS,BS,dart_ConstructionInProgressGross,건설중인자산,301578682,정확매핑,건설중인자산,301578682.0,-
CFS,BS,ifrs_InvestmentProperty,투자부동산,216978391,정확매핑,투자부동산,216978391.0,-
CFS,BS,-표준계정코드 미사용-,토지,,기타강등,기타 중요 계정,,-
CFS,BS,-표준계정코드 미사용-,건물,219828000,기타강등,기타 중요 계정,219828000.0,-
CFS,BS,-표준계정코드 미사용-,감가상각누계액,2849609,기타강등,기타 중요 계정,2849609.0,-
CFS,BS,-표준계정코드 미사용-,무형자산,2604817529,정확매핑,무형자산,2604817529.0,-
CFS,BS,-표준계정코드 미사용-,산업재산권,5612078,기타강등,기타 중요 계정,5612078.0,-
CFS,BS,-표준계정코드 미사용-,개발비,35545370,기타강등,기타 중요 계정,35545370.0,-
CFS,BS,-표준계정코드 미사용-,영업권,1114808887,정확매핑,영업권,1114808887.0,-
CFS,BS,-표준계정코드 미사용-,토지사용권,1113121258,기타강등,기타 중요 계정,1113121258.0,-
CFS,BS,-표준계정코드 미사용-,회원권,106273050,정확매핑,회원권,106273050.0,-
CFS,BS,-표준계정코드 미사용-,기타의무형자산,229456886,기타강등,기타 중요 계정,229456886.0,-
CFS,BS,-표준계정코드 미사용-,기타비유동자산,2139004408,정확매핑,기타비유동자산,2139004408.0,-
CFS,BS,-표준계정코드 미사용-,보증금,1095120320,정확매핑,보증금,1095120320.0,-
CFS,BS,-표준계정코드 미사용-,이연법인세자산,1043884088,정확매핑,이연법인세자산,1043884088.0,-
CFS,BS,ifrs_Assets,자산총계,93579239998,정확매핑,자산총계,93579239998.0,-
CFS,BS,ifrs_CurrentLiabilities,유동부채,49258051763,정확매핑,유동부채,49258051763.0,-
CFS,BS,-표준계정코드 미사용-,매입채무,21519915570,정확매핑,매입채무,21519915570.0,-
CFS,BS,dart_ShortTermBorrowings,단기차입금,23456477746,정확매핑,단기차입금,23456477746.0,-
CFS,BS,-표준계정코드 미사용-,미지급금,1309677420,정확매핑,미지급금,1309677420.0,-
CFS,BS,-표준계정코드 미사용-,선수금,910606537,정확매핑,선수금,910606537.0,-
CFS,BS,-표준계정코드 미사용-,예수금,151202980,정확매핑,예수금,151202980.0,-
CFS,BS,-표준계정코드 미사용-,미지급비용,293342495,정확매핑,미지급비용,293342495.0,-
CFS,BS,dart_PaymentsOfIncomeTaxesPayable,미지급법인세,59448285,정확매핑,미지급법인세,59448285.0,-
CFS,BS,-표준계정코드 미사용-,부가세예수금,50812720,기타강등,기타 중요 계정,50812720.0,-
CFS,BS,-표준계정코드 미사용-,유동성전환사채,1000000000,정확매핑,유동성전환사채,1000000000.0,-
CFS,BS,-표준계정코드 미사용-,전환권조정,-54692673,기타강등,기타 중요 계정,-54692673.0,-
CFS,BS,-표준계정코드 미사용-,상환할증금,170010683,기타강등,기타 중요 계정,170010683.0,-
CFS,BS,ifrs_CurrentPortionOfLongtermBorrowings,유동성장기부채,391250000,정확매핑,유동성장기차입금,391250000.0,-
CFS,BS,ifrs_NoncurrentLiabilities,비유동부채,10644575385,정확매핑,비유동부채,10644575385.0,-
CFS,BS,dart_LongTermBorrowingsGross,장기차입금,4128750000,정확매핑,장기차입금,4128750000.0,-
CFS,BS,-표준계정코드 미사용-,전환사채,1200000000,정확매핑,전환사채,1200000000.0,-
CFS,BS,-표준계정코드 미사용-,전환권조정,-262858326,기타강등,기타 중요 계정,-262858326.0,-
CFS,BS,-표준계정코드 미사용-,상환할증금,158248405,기타강등,기타 중요 계정,158248405.0,-
CFS,BS,-표준계정코드 미사용-,확정급여부채,8087960833,정확매핑,확정급여부채,8087960833.0,-
CFS,BS,-표준계정코드 미사용-,퇴직연금운용자산,-2954217727,기타강등,기타 중요 계정,-2954217727.0,-
CFS,BS,-표준계정코드 미사용-,국민연금전환금,-27307800,기타강등,기타 중요 계정,-27307800.0,-
CFS,BS,-표준계정코드 미사용-,예수보증금,18000000,정확매핑,예수보증금,18000000.0,-
CFS,BS,-표준계정코드 미사용-,장기미지급금,296000000,정확매핑,장기미지급금,296000000.0,-
CFS,BS,ifrs_Liabilities,부채총계,59902627148,정확매핑,부채총계,59902627148.0,-
CFS,BS,ifrs_EquityAttributableToOwnersOfParent,지배기업소유지분,32761861736,정확매핑,지배기업소유주지분,32761861736.0,-
CFS,BS,-표준계정코드 미사용-,자본금,6450000000,정확매핑,자본금,6450000000.0,-
CFS,BS,-표준계정코드 미사용-,보통주자본금,6450000000,정확매핑,보통주자본금,6450000000.0,-
CFS,BS,-표준계정코드 미사용-,자본잉여금,166137219,정확매핑,자본잉여금,166137219.0,-
CFS,BS,-표준계정코드 미사용-,주식발행초과금,,정확매핑,주식발행초과금,,-
CFS,BS,-표준계정코드 미사용-,기타의자본잉여금,166137219,기타강등,기타 중요 계정,166137219.0,-
CFS,BS,-표준계정코드 미사용-,기타포괄손익누계액,237703879,정확매핑,기타포괄손익누계액,237703879.0,-
CFS,BS,-표준계정코드 미사용-,매도가능증권평가이익,,기타강등,기타 중요 계정,,-
CFS,BS,-표준계정코드 미사용-,매도가능증권평가손실,,기타강등,기타 중요 계정,,-
CFS,BS,-표준계정코드 미사용-,지분법자본변동,13218397,기타강등,기타 중요 계정,13218397.0,-
CFS,BS,-표준계정코드 미사용-,해외사업환산손익,224485482,기타강등,기타 중요 계정,224485482.0,-
CFS,BS,-표준계정코드 미사용-,이익잉여금,25908020638,정확매핑,이익잉여금,25908020638.0,-
CFS,BS,-표준계정코드 미사용-,법정적립금,490268215,정확매핑,법정적립금,490268215.0,-
CFS,BS,-표준계정코드 미사용-,임의적립금,6607695654,정확매핑,임의적립금,6607695654.0,-
CFS,BS,-표준계정코드 미사용-,미처분이익잉여금,18810056769,정확매핑,미처분이익잉여금,18810056769.0,-
CFS,BS,ifrs_NoncontrollingInterests,비지배지분,914751114,정확매핑,비지배지분,914751114.0,-
CFS,BS,ifrs_Equity,자본총계,33676612850,정확매핑,자본총계,33676612850.0,-
CFS,BS,ifrs_EquityAndLiabilities,자본과부채총계,93579239998,정확매핑,자본과부채총계,93579239998.0,-
CFS,CIS,ifrs_Revenue,매출액,86740197026,정확매핑,매출,86740197026.0,-
CFS,CIS,ifrs_CostOfSales,매출원가,67987711444,정확매핑,매출원가,67987711444.0,-
CFS,CIS,ifrs_GrossProfit,매출총이익,18752485582,정확매핑,매출총이익,18752485582.0,-
CFS,CIS,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,17079149601,정확매핑,판매비와관리비,17079149601.0,-
CFS,CIS,dart_SalariesWages,급여,8602780125,정확매핑,급여,8602780125.0,-
CFS,CIS,dart_ProvisionForSeveranceIndemnities,퇴직급여,655682836,정확매핑,퇴직급여(CIS),655682836.0,-
CFS,CIS,dart_EmployeeBenefits,복리후생비,696756673,정확매핑,복리후생비,696756673.0,-
CFS,CIS,dart_TravelExpenses,여비교통비,587921588,정확매핑,여비교통비,587921588.0,-
CFS,CIS,dart_EntertainmentExpenses,접대비,309913330,정확매핑,접대비,309913330.0,-
CFS,CIS,dart_CommunicationExpenses,통신비,196239394,정확매핑,통신비,196239394.0,-
CFS,CIS,dart_UtilityExpenses,수도광열비,99807490,정확매핑,수도광열비,99807490.0,-
CFS,CIS,dart_TaxesDues,세금과공과,472369885,정확매핑,세금과공과,472369885.0,-
CFS,CIS,dart_DepreciationExpense,감가상각비,440157329,정확매핑,감가상각비(CIS),440157329.0,-
CFS,CIS,dart_RepairExpenses,수선비,41704650,정확매핑,수선비,41704650.0,-
CFS,CIS,dart_RentalExpenses,임차료,886996445,정확매핑,임차료,886996445.0,-
CFS,CIS,dart_InsurancePremiums,보험료,256944281,정확매핑,보험료,256944281.0,-
CFS,CIS,dart_VehicleMaintenanceExpenses,차량유지비,970421801,정확매핑,차량유지비,970421801.0,-
CFS,CIS,dart_OrdinaryDevelopmentExpense,경상연구개발비,1077188057,정확매핑,경상개발비,1077188057.0,-
CFS,CIS,dart_FreightExpenses,운반비,176370067,정확매핑,운반비,176370067.0,-
CFS,CIS,dart_TrainingExpenses,교육훈련비,47230984,정확매핑,교육훈련비,47230984.0,-
CFS,CIS,dart_PublicationExpenses,도서인쇄비,29280825,정확매핑,도서인쇄비,29280825.0,-
CFS,CIS,dart_SupplyExpenses,소모품비,106160805,정확매핑,소모품비,106160805.0,-
CFS,CIS,dart_Commissions,지급수수료,610423250,정확매핑,지급수수료,610423250.0,-
CFS,CIS,dart_AdvertisingExpenses,광고선전비,398687941,정확매핑,광고선전비,398687941.0,-
CFS,CIS,-표준계정코드 미사용-,견본비,90989193,정확매핑,견본비,90989193.0,-
CFS,CIS,dart_AmortisationExpense,무형자산상각비,71527440,정확매핑,무형자산상각비(CIS),71527440.0,-
CFS,CIS,dart_BadDebtExpenses,대손상각비,52709901,정확매핑,대손상각비(대손충당금환입),52709901.0,-
CFS,CIS,-표준계정코드 미사용-,사무비,51098375,기타강등,기타 중요 계정,51098375.0,-
CFS,CIS,-표준계정코드 미사용-,리스료,10800000,기타강등,기타 중요 계정,10800000.0,-
CFS,CIS,-표준계정코드 미사용-,협회비,27500000,기타강등,기타 중요 계정,27500000.0,-
CFS,CIS,-표준계정코드 미사용-,산재보험료,61186711,기타강등,기타 중요 계정,61186711.0,-
CFS,CIS,-표준계정코드 미사용-,잡비,50300225,기타강등,기타 중요 계정,50300225.0,-
CFS,CIS,dart_OperatingIncomeLoss,영업이익(손실),1673335981,정확매핑,영업이익,1673335981.0,-
CFS,CIS,-표준계정코드 미사용-,영업외수익,1510108499,정확매핑,영업외수익,1510108499.0,-
CFS,CIS,-표준계정코드 미사용-,이자수익,110671292,기타강등,기타 중요 계정,110671292.0,-
CFS,CIS,-표준계정코드 미사용-,임대료,308168914,기타강등,기타 중요 계정,308168914.0,-
CFS,CIS,-표준계정코드 미사용-,매도가능증권처분이익,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,매도가능증권평가이익,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,파생상품거래이익,63241363,기타강등,기타 중요 계정,63241363.0,-
CFS,CIS,-표준계정코드 미사용-,외환차익,82329039,정확매핑,외환차익,82329039.0,-
CFS,CIS,-표준계정코드 미사용-,파생상품평가이익,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,외화환산이익,294926349,기타강등,기타 중요 계정,294926349.0,-
CFS,CIS,-표준계정코드 미사용-,지분법이익,226167954,정확매핑,지분법이익,226167954.0,-
CFS,CIS,-표준계정코드 미사용-,유형자산처분이익,184625420,기타강등,기타 중요 계정,184625420.0,-
CFS,CIS,-표준계정코드 미사용-,투자부동산처분이익,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,잡이익,239978168,기타강등,기타 중요 계정,239978168.0,-
CFS,CIS,-표준계정코드 미사용-,영업외비용,1675503916,정확매핑,영업외비용,1675503916.0,-
CFS,CIS,-표준계정코드 미사용-,이자비용,1154370078,기타강등,기타 중요 계정,1154370078.0,-
CFS,CIS,-표준계정코드 미사용-,매도가능증권처분손실,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,외환차손,133488972,정확매핑,외환차손,133488972.0,-
CFS,CIS,-표준계정코드 미사용-,외화환산손실,75538638,기타강등,기타 중요 계정,75538638.0,-
CFS,CIS,-표준계정코드 미사용-,기부금,27510000,정확매핑,기부금,27510000.0,-
CFS,CIS,-표준계정코드 미사용-,파생상품평가손실,143428700,기타강등,기타 중요 계정,143428700.0,-
CFS,CIS,-표준계정코드 미사용-,유형자산처분손실,27463887,기타강등,기타 중요 계정,27463887.0,-
CFS,CIS,-표준계정코드 미사용-,무형자산손상차손,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,잡손실,113703641,기타강등,기타 중요 계정,113703641.0,-
CFS,CIS,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),1507940564,정확매핑,법인세비용차감전순이익,1507940564.0,-
CFS,CIS,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,115335880,정확매핑,법인세비용,115335880.0,-
CFS,CIS,ifrs_ProfitLoss,당기순이익(손실),1392604684,정확매핑,당기순이익,1392604684.0,-
CFS,CIS,ifrs_ProfitLossAttributableToNoncontrollingInterests,비지배지분,71460011,정확매핑,비지배지분순이익,71460011.0,-
CFS,CIS,ifrs_ProfitLossAttributableToOwnersOfParent,지배기업의소유지분,1321144673,정확매핑,지배기업귀속순이익,1321144673.0,-
CFS,CIS,ifrs_OtherComprehensiveIncome,기타포괄손익,646693405,정확매핑,기타포괄손익,646693405.0,-
CFS,CIS,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax,후속적으로당기손익으로재분류되지않는항목,345851087,정확매핑,당기손익으로 재분류되지 않는 항목(세전기타포괄손익),345851087.0,-
CFS,CIS,ifrs_OtherComprehensiveIncomeBeforeTaxActuarialGainsLossesOnDefinedBenefitPlans,보험수리적손익,443398830,정확매핑,보험수리적손익(CIS),443398830.0,-
CFS,CIS,-표준계정코드 미사용-,법인세효과,-97547743,정확매핑,법인세효과,-97547743.0,-
CFS,CIS,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax,후속적으로당기손익으로재분류되는항목,300842318,정확매핑,당기손익으로 재분류될 수 있는 항목(세전기타포괄손익),300842318.0,-
CFS,CIS,-표준계정코드 미사용-,매도가능증권평가이익,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,매도가능증권평가손실,,기타강등,기타 중요 계정,,-
CFS,CIS,-표준계정코드 미사용-,지분법변동,1366000,기타강등,기타 중요 계정,1366000.0,-
CFS,CIS,-표준계정코드 미사용-,해외사업환산손익,299476318,정확매핑,해외사업환산손익,299476318.0,-
CFS,CIS,-표준계정코드 미사용-,법인세효과,,기타강등,기타 중요 계정,,-
CFS,CIS,ifrs_ComprehensiveIncome,총포괄손익,2039298089,정확매핑,총포괄손익,2039298089.0,-
CFS,CIS,ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests,"포괄손익, 비지배지분",103741902,정확매핑,비지배지분총포괄손익,103741902.0,-
CFS,CIS,ifrs_ComprehensiveIncomeAttributableToOwnersOfParent,"포괄손익, 지배기업의 소유주에게 귀속되는 지분",1935556187,정확매핑,지배기업귀속총포괄손익,1935556187.0,-
CFS,CIS,ifrs_BasicEarningsLossPerShare,기본주당이익(손실),102,정확매핑,기본주당이익,102.0,-
CFS,CF,ifrs_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-1781164039,정확매핑,영업활동현금흐름,-1781164039.0,-
CFS,CF,dart_ProfitLossForStatementOfCashFlows,당기순이익(손실),1392604684,정확매핑,당기순이익(손실),1392604684.0,-
CFS,CF,-표준계정코드 미사용-,현금의유출이없는비용등의가산,4920307274,기타강등,기타 중요 계정,4920307274.0,-
CFS,CF,-표준계정코드 미사용-,퇴직급여,1326821897,정확매핑,퇴직급여,1326821897.0,-
CFS,CF,-표준계정코드 미사용-,감가상각비,1882389836,정확매핑,감가상각비,1882389836.0,-
CFS,CF,-표준계정코드 미사용-,무형자산상각비,142248457,정확매핑,무형자산상각비,142248457.0,-
CFS,CF,-표준계정코드 미사용-,무형자산손상차손,,정확매핑,무형자산손상차손,,-
CFS,CF,-표준계정코드 미사용-,대손상각비,52709901,정확매핑,대손상각비,52709901.0,-
CFS,CF,-표준계정코드 미사용-,매도가능증권처분손실,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,파생상품거래손실,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,파생상품평가손실,143428700,정확매핑,파생상품평가손실,143428700.0,-
CFS,CF,-표준계정코드 미사용-,외화환산손실,75538638,정확매핑,외화환산손실조정,75538638.0,-
CFS,CF,-표준계정코드 미사용-,유형자산처분손실,27463887,정확매핑,유형자산처분손실조정,27463887.0,-
CFS,CF,-표준계정코드 미사용-,이자비용,1154370078,정확매핑,이자비용조정,1154370078.0,-
CFS,CF,-표준계정코드 미사용-,법인세비용,115335880,정확매핑,법인세비용조정,115335880.0,-
CFS,CF,-표준계정코드 미사용-,현금의유입이없는수익등의차감,1201623314,기타강등,기타 중요 계정,1201623314.0,-
CFS,CF,-표준계정코드 미사용-,외화환산이익,294926349,정확매핑,외화환산이익조정,294926349.0,-
CFS,CF,-표준계정코드 미사용-,매도가능증권처분이익,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,단기투자자산처분이익,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,이자수익,110671292,정확매핑,이자수익조정,110671292.0,-
CFS,CF,-표준계정코드 미사용-,유형자산처분이익,184625420,정확매핑,유형자산처분이익조정,184625420.0,-
CFS,CF,-표준계정코드 미사용-,투자부동산처분이익,,정확매핑,투자부동산처분이익,,-
CFS,CF,-표준계정코드 미사용-,파생상품거래이익,63241363,정확매핑,파생상품거래이익,63241363.0,-
CFS,CF,-표준계정코드 미사용-,파생상품평가이익,,정확매핑,파생상품평가이익,,-
CFS,CF,-표준계정코드 미사용-,지분법이익,226167954,기타강등,기타 중요 계정,226167954.0,-
CFS,CF,-표준계정코드 미사용-,잡이익,,정확매핑,잡이익,,-
CFS,CF,-표준계정코드 미사용-,경상연구개발비(국고보조금상계),321990936,기타강등,기타 중요 계정,321990936.0,-
CFS,CF,-표준계정코드 미사용-,영업활동으로인한자산부채의변동,-6892452683,정확매핑,운전자본변동,-6892452683.0,-
CFS,CF,-표준계정코드 미사용-,매출채권의감소(증가),1688944196,정확매핑,매출채권증감,1688944196.0,-
CFS,CF,-표준계정코드 미사용-,미수금의감소(증가),-8439848,정확매핑,미수금증감,-8439848.0,-
CFS,CF,-표준계정코드 미사용-,선급금의감소(증가),1033824159,정확매핑,선급금의 감소(증가),1033824159.0,-
CFS,CF,-표준계정코드 미사용-,선급비용의감소(증가),-178147280,정확매핑,선급비용의 감소(증가),-178147280.0,-
CFS,CF,-표준계정코드 미사용-,부가세대급금의감소(증가),-514284421,기타강등,기타 중요 계정,-514284421.0,-
CFS,CF,-표준계정코드 미사용-,재고자산의감소(증가),-7094245676,정확매핑,재고자산증감,-7094245676.0,-
CFS,CF,-표준계정코드 미사용-,매입채무의증가(감소),-575205706,정확매핑,매입채무증감,-575205706.0,-
CFS,CF,-표준계정코드 미사용-,미지급금의증가(감소),446450889,정확매핑,미지급금증감,446450889.0,-
CFS,CF,-표준계정코드 미사용-,선수금의증가(감소),599529869,정확매핑,선수금의 증가(감소),599529869.0,-
CFS,CF,-표준계정코드 미사용-,예수금의증가(감소),21297648,정확매핑,예수금의 증가(감소),21297648.0,-
CFS,CF,-표준계정코드 미사용-,부가세예수금의증가(감소),-183273363,기타강등,기타 중요 계정,-183273363.0,-
CFS,CF,-표준계정코드 미사용-,미지급비용의증가(감소),-226836270,정확매핑,미지급비용의 증가(감소),-226836270.0,-
CFS,CF,-표준계정코드 미사용-,법인세의납부,-788802715,기타강등,기타 중요 계정,-788802715.0,-
CFS,CF,-표준계정코드 미사용-,퇴직금의지급,-738570310,정확매핑,퇴직금의지급,-738570310.0,-
CFS,CF,-표준계정코드 미사용-,퇴직연금운용자산의감소(증가),-352693855,기타강등,기타 중요 계정,-352693855.0,-
CFS,CF,-표준계정코드 미사용-,예수보증금의증가(감소),-22000000,기타강등,기타 중요 계정,-22000000.0,-
CFS,CF,ifrs_CashFlowsFromUsedInInvestingActivities,투자활동현금흐름,547732909,정확매핑,투자활동현금흐름,547732909.0,-
CFS,CF,-표준계정코드 미사용-,투자활동으로인한현금유입액,8042128092,정확매핑,투자활동으로 인한 현금유입액,8042128092.0,-
CFS,CF,-표준계정코드 미사용-,단기금융상품의감소,5151202894,기타강등,기타 중요 계정,5151202894.0,-
CFS,CF,-표준계정코드 미사용-,단기투자자산의처분,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,장기투자자산의처분,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,파생상품자산의처분,1192563401,기타강등,기타 중요 계정,1192563401.0,-
CFS,CF,-표준계정코드 미사용-,단기대여금의감소,65752043,정확매핑,단기대여금감소,65752043.0,-
CFS,CF,-표준계정코드 미사용-,배당금의수령,25000000,기타강등,기타 중요 계정,25000000.0,-
CFS,CF,-표준계정코드 미사용-,장기금융상품의감소,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,무형자산의처분,190000000,정확매핑,무형자산처분,190000000.0,-
CFS,CF,-표준계정코드 미사용-,유형자산의처분,982727270,정확매핑,유형자산처분,982727270.0,-
CFS,CF,-표준계정코드 미사용-,지분법적용투자주식의처분,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,투자부동산의처분,,정확매핑,투자부동산의 처분,,-
CFS,CF,-표준계정코드 미사용-,보증금의감소,302459880,기타강등,기타 중요 계정,302459880.0,-
CFS,CF,-표준계정코드 미사용-,이자의수령,132422604,기타강등,기타 중요 계정,132422604.0,-
CFS,CF,-표준계정코드 미사용-,투자활동으로인한현금유출액,7494395183,정확매핑,투자활동으로 인한 현금유출액,7494395183.0,-
CFS,CF,-표준계정코드 미사용-,단기금융상품의증가,3085371796,기타강등,기타 중요 계정,3085371796.0,-
CFS,CF,-표준계정코드 미사용-,장기금융상품의증가,1351910000,기타강등,기타 중요 계정,1351910000.0,-
CFS,CF,-표준계정코드 미사용-,파생상품자산의증가,500000000,기타강등,기타 중요 계정,500000000.0,-
CFS,CF,-표준계정코드 미사용-,단기대여금의증가,,정확매핑,단기대여금증가,,-
CFS,CF,-표준계정코드 미사용-,지분법적용투자주식의취득,,기타강등,기타 중요 계정,,-
CFS,CF,-표준계정코드 미사용-,유형자산의취득,2027420910,정확매핑,유형자산취득,2027420910.0,-
CFS,CF,-표준계정코드 미사용-,투자부동산의취득,9828000,정확매핑,투자부동산취득,9828000.0,-
CFS,CF,-표준계정코드 미사용-,무형자산의취득,18994000,정확매핑,무형자산취득,18994000.0,-
CFS,CF,-표준계정코드 미사용-,법인세의납부,500870477,기타강등,기타 중요 계정,500870477.0,-
CFS,CF,-표준계정코드 미사용-,보증금의증가,,기타강등,기타 중요 계정,,-
CFS,CF,ifrs_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,4369050097,정확매핑,재무활동현금흐름,4369050097.0,-
CFS,CF,-표준계정코드 미사용-,재무활동으로인한현금유입액,36073088803,정확매핑,재무활동으로 인한 현금유입액,36073088803.0,-
CFS,CF,-표준계정코드 미사용-,단기차입금의차입,34563088803,정확매핑,단기차입금증가,34563088803.0,-
CFS,CF,-표준계정코드 미사용-,장기차입금의차입,,정확매핑,장기차입금차입,,-
CFS,CF,-표준계정코드 미사용-,전환사채의발행,1200000000,정확매핑,전환사채발행,1200000000.0,-
CFS,CF,-표준계정코드 미사용-,장기미지급금의증가,62000000,기타강등,기타 중요 계정,62000000.0,-
